"age","gender","educ","income","religion","state","partyid","slavery","try","favors","deserve","ideo","date","marry","vote","trumpft","clintonft","color2","abtrace","checkemo","treat","treat2","raceresent","oldfash","trumpvote","trumpvclinft"
29,2,5,15,1,33,6,5,3,1,3,4,1,2,2,82,1,"4",2,"20",4,1,1.02079356815498,0.17337895320128,1,81
61,1,5,20,1,44,6,4,2,1,5,6,1,2,2,67,13,"3,5",2,"20",5,1,1.81480896349274,0.17337895320128,1,54
32,2,5,19,2,39,6,5,1,1,5,7,1,1,3,70,10,"3,5",1,"20",5,1,2.5535836306069,0.682124536203561,0,60
61,2,3,14,1,38,7,5,1,4,4,7,1,5,2,100,1,"3",2,"20",2,1,0.831340171834235,-1.35285779580556,1,99
44,2,4,4,2,16,6,5,2,1,3,6,3,3,2,88,1,"5",2,"20",1,0,1.41116650100797,1.07792405726012,1,87
59,1,4,17,2,39,7,5,2,1,4,6,1,5,2,27,0,"3,5",2,"20",2,1,1.78718859938094,-1.35285779580556,1,27
35,2,5,23,2,33,4,3,2,1,2,4,1,4,2,84,49,"6",1,"18",5,1,0.338340934112687,-0.844112212803283,1,35
45,1,6,2,2,5,1,1,1,1,1,1,1,3,2,100,57,"3",1,"1",2,1,-0.344111699929605,-0.335366629801002,1,43
51,2,1,11,6,26,4,2,2,1,5,4,3,3,2,50,NA,"3,4,6",1,"20",3,1,1.11800549497042,1.07792405726012,1,NA
58,2,4,11,1,23,1,2,4,4,1,1,1,5,3,NA,62,"3,5",1,"20",1,0,-2.51305012462713,-1.35285779580556,0,NA
51,1,4,14,6,50,7,5,1,1,5,6,1,5,2,100,0,"6",2,"11,1,13,15,16,18,8,9",1,0,2.5535836306069,-1.35285779580556,1,100
35,1,6,21,2,5,1,1,2,1,2,4,1,2,2,93,54,"3,5",1,"1,3,7",2,1,-0.358462534409636,0.17337895320128,1,39
53,2,4,23,6,22,5,3,2,1,4,4,2,2,2,5,10,"1",2,"1",3,1,1.09038513085861,0.880024296731842,1,-5
47,2,5,14,1,41,5,3,3,2,4,6,3,4,2,44,39,"3,5",2,"20",4,1,0.251271744539054,0.569178474257841,1,5
35,1,6,24,2,5,1,1,2,1,2,4,1,2,1,82,96,"",1,"20",1,0,-0.358462534409636,0.17337895320128,0,-14
46,2,4,20,1,43,4,4,4,2,5,7,1,5,3,2,2,"3,5",2,"20",2,1,0.585322644320185,-1.35285779580556,0,0
21,1,4,9,6,38,2,2,2,1,4,1,1,2,2,74,2,"6",1,"11,1,3,15,16,18,8",5,1,0.741983396597454,0.17337895320128,1,72
45,1,5,23,2,15,7,5,5,2,5,7,1,3,3,62,NA,"3,5",2,"20",5,1,0.543351445728351,-0.335366629801002,0,NA
50,2,4,19,2,31,7,5,1,1,5,6,5,3,2,79,14,"3,5",2,"20",3,1,2.5535836306069,2.49121474432125,1,65
50,1,3,19,1,37,7,4,2,2,4,6,1,3,2,100,NA,"3,5",2,"20",5,1,0.990046411653211,-0.335366629801002,1,NA
35,1,6,20,6,5,1,5,1,1,5,4,1,1,1,7,92,"3,5",1,"20",3,1,2.5535836306069,0.682124536203561,0,-85
63,2,4,14,1,6,6,2,2,2,4,6,1,4,3,5,6,"3,5",2,"20",4,1,0.293242943130888,-0.844112212803283,0,-1
46,1,4,21,1,1,7,5,1,1,5,7,1,2,2,73,NA,"3,5",2,"20",4,1,2.5535836306069,0.17337895320128,1,NA
32,2,4,17,6,43,4,5,2,2,4,4,1,5,1,38,72,"6",1,"20",1,0,1.33844814591437,-1.35285779580556,0,-34
47,2,6,15,1,26,5,2,2,2,4,6,1,3,3,14,6,"6",2,"20",3,1,0.293242943130888,-0.335366629801002,0,8
25,1,4,19,5,23,4,2,3,2,1,4,1,5,3,0,11,"3,5",1,"20",3,1,-1.225196284841,-1.35285779580556,0,-11
28,1,5,20,5,31,2,2,3,1,5,5,1,4,1,18,85,"3,5",1,"20",2,1,0.727632562117423,-0.844112212803283,0,-67
27,2,4,17,6,33,5,2,4,1,5,4,1,5,2,69,NA,"6",2,"20",4,1,0.337259629264428,-1.35285779580556,1,NA
49,2,4,16,1,11,4,4,2,2,3,7,1,2,2,92,NA,"3,5",2,"20",3,1,0.614024313280246,0.17337895320128,1,NA
63,1,6,14,1,10,2,2,2,2,3,6,1,3,1,30,100,"3",2,"20",2,1,-0.0827791552420761,-0.335366629801002,0,-70
27,2,4,19,2,47,1,1,1,1,2,4,1,1,1,77,99,"1",1,"3,15",2,1,0.0319103984433592,0.682124536203561,0,-22
26,2,4,17,2,50,1,2,5,4,2,2,1,5,3,0,11,"3,5",1,"20",3,1,-2.52740095910716,-1.35285779580556,0,-11
57,2,4,12,6,34,2,2,5,5,1,1,1,5,1,0,72,"3,5",1,"20",1,0,-3.35216351094669,-1.35285779580556,0,-72
60,1,6,25,6,34,1,1,4,4,1,1,1,3,1,1,61,"3,5",1,"20",1,0,-2.86145185888829,-0.335366629801002,0,-60
64,1,6,18,1,43,4,4,2,1,5,4,2,3,1,8,61,"3,5",2,"20",2,1,1.81480896349274,0.37127871372956,0,-53
41,1,5,25,2,36,5,2,4,2,2,5,1,4,3,40,4,"5",2,"20",4,1,-1.23954711932103,-0.844112212803283,0,36
65,1,6,25,2,31,7,5,1,1,5,7,2,2,2,91,0,"3,5",2,"20",3,1,2.5535836306069,0.880024296731842,1,91
47,2,5,19,1,36,6,2,2,2,2,6,1,4,2,72,28,"3,5",2,"20",3,1,-0.45880125361504,-0.844112212803283,1,44
59,2,5,19,1,39,6,5,2,1,5,4,1,3,2,40,15,"3,5",2,"20",4,1,2.1632106977539,-0.335366629801002,1,25
48,1,3,19,6,10,6,5,2,2,5,4,3,3,2,70,NA,"6",2,"1,9",1,0,1.71447024428734,1.07792405726012,1,NA
25,2,3,12,5,39,4,3,5,5,2,4,1,5,1,NA,70,"2",1,"20",2,1,-2.62773967831256,-1.35285779580556,0,NA
31,2,3,1,6,48,4,3,3,3,3,4,3,3,1,NA,31,"2,3,4",1,"20",3,1,-0.573490807300476,1.07792405726012,0,NA
46,1,5,21,1,11,1,1,2,1,2,7,1,2,1,72,69,"1,3,6",1,"1,13,16,5,19,9",1,0,-0.358462534409636,0.17337895320128,0,3
24,2,4,15,2,18,4,5,1,1,4,3,1,5,3,43,16,"3,5",2,"20",4,1,2.17756153223393,-1.35285779580556,0,27
25,2,4,17,2,31,3,3,2,2,2,2,1,5,3,16,68,"3,5",1,"20",5,1,-0.110399519353879,-1.35285779580556,0,-52
22,2,4,8,5,24,4,3,3,3,3,4,3,3,3,5,0,"3,5",2,"20",5,1,-0.573490807300476,1.07792405726012,0,5
NA,1,5,23,5,11,2,1,2,2,1,4,1,5,1,40,82,"3,5",1,"20",1,0,-1.18322508624917,-1.35285779580556,0,-42
50,1,3,19,5,33,5,4,3,2,4,4,1,4,3,42,0,"3,5",2,"20",3,1,0.599673478800215,-0.844112212803283,0,42
32,2,5,7,5,24,3,4,4,2,4,3,1,3,1,2,35,"3,5",1,"20",3,1,0.20930054594722,-0.335366629801002,0,-33
21,1,5,19,5,15,5,3,2,2,2,5,1,3,2,70,20,"3,5",1,"20",3,1,-0.110399519353879,-0.335366629801002,1,50
57,2,5,18,5,36,6,4,2,2,5,7,2,4,2,91,NA,"6",2,"1,15",3,1,1.36606851002617,-0.137466869272721,1,NA
27,2,4,16,2,24,4,5,3,2,4,4,1,4,4,33,NA,"5",1,"20",3,1,0.948075213061377,-0.844112212803283,0,NA
44,2,6,19,1,11,7,3,2,2,3,6,2,2,2,85,10,"3,5",2,"20",5,1,0.265622579019085,0.880024296731842,1,75
46,1,5,12,5,47,1,2,3,3,2,2,1,3,1,0,87,"3,5",1,"20",3,1,-1.2979146399346,-0.335366629801002,0,-87
56,2,5,19,2,49,4,2,2,3,3,4,2,3,NA,39,60,"3,5",NA,"20",3,1,-0.531519608708642,0.37127871372956,NA,-21
64,1,6,17,5,50,4,2,4,4,1,4,1,3,1,1,61,"3,5",1,"20",2,1,-2.51305012462713,-0.335366629801002,0,-60
31,2,3,19,1,7,3,1,4,4,2,3,1,5,1,0,85,"3,5",1,"20",4,1,-2.48542976051532,-1.35285779580556,0,-85
29,2,4,18,6,22,3,1,5,3,2,1,1,5,1,1,33,"5",1,"20",1,0,-2.42706223990175,-1.35285779580556,0,-32
47,2,4,22,2,44,4,5,2,2,1,6,1,5,2,51,3,"3,5",2,"20",4,1,0.210381850795479,-1.35285779580556,1,48
35,1,6,24,NA,33,2,1,1,1,1,2,1,2,1,66,98,"2",1,"11,2,14,16,5,8",2,1,-0.344111699929605,0.17337895320128,0,-32
44,2,5,25,2,50,7,5,1,1,2,6,2,2,2,81,NA,"3,5",2,"20",4,1,1.425517335488,0.880024296731842,1,NA
34,1,6,16,2,31,1,1,4,4,2,3,2,3,1,3,89,"6",1,"20",3,1,-2.48542976051532,0.37127871372956,0,-86
28,1,6,19,2,10,5,2,1,2,3,6,2,1,2,73,58,"1",1,"12,14,3,6",2,1,0.307593777610919,1.38876987973412,1,15
40,1,3,25,3,14,4,2,2,2,2,3,2,2,2,58,62,"1",1,"1,18,7",2,1,-0.45880125361504,0.880024296731842,1,-4
35,2,5,17,5,23,2,4,2,1,5,2,1,5,1,47,83,"3,5",2,"20",1,0,1.81480896349274,-1.35285779580556,0,-36
61,1,6,20,2,23,2,3,4,2,2,3,1,4,1,12,79,"3,5",1,"20",4,1,-0.891145385059869,-0.844112212803283,0,-67
53,2,4,17,2,10,4,5,1,1,5,4,1,5,2,87,3,"3,5",2,"20",1,0,2.5535836306069,-1.35285779580556,1,84
37,1,5,20,2,38,1,1,5,5,2,1,1,3,1,80,NA,"3,5",1,"20",3,1,-3.32454314683488,-0.335366629801002,0,NA
34,2,5,24,2,10,2,4,3,3,4,2,1,3,1,4,90,"3,5",2,"20",1,0,0.15093302533365,-0.335366629801002,0,-86
29,1,4,21,5,34,6,2,2,2,2,6,2,2,3,25,36,"3,5",2,"1,13,5,17,18,10",5,1,-0.45880125361504,0.880024296731842,0,-11
22,2,6,5,2,48,4,2,2,1,2,4,2,2,2,40,46,"2",1,"1",4,1,-0.0100608001484745,0.880024296731842,1,-6
34,1,5,24,2,33,6,2,1,2,1,7,1,2,1,59,67,"1",1,"1,13,3,7",3,1,-0.444450419135009,0.17337895320128,0,-8
41,1,5,18,5,41,5,2,2,2,4,5,1,3,2,72,10,"3,5",2,"20",4,1,0.293242943130888,-0.335366629801002,1,62
36,1,4,18,6,41,3,5,1,1,5,5,1,5,2,64,3,"3,5",2,"20",5,1,2.5535836306069,-1.35285779580556,1,61
24,1,5,19,6,11,4,1,5,5,1,4,1,5,4,42,1,"3,5",2,"20",1,0,-3.70056524520785,-1.35285779580556,0,41
29,1,5,16,2,10,1,4,1,1,5,1,2,1,2,97,61,"3,5",2,"20",1,0,2.20518189634574,1.38876987973412,1,36
24,1,4,7,1,15,4,5,5,1,2,4,1,2,3,61,79,"1",1,"11",4,1,-0.135974395923976,0.17337895320128,0,-18
54,1,6,19,3,38,2,2,5,5,4,4,1,5,3,10,23,"3,5",1,"20",1,0,-2.22409721582779,-1.35285779580556,0,-13
30,1,6,12,2,33,6,2,2,2,3,6,2,1,2,100,19,"3,5",2,"20",5,1,-0.0827791552420761,1.38876987973412,1,81
32,2,5,4,2,33,5,1,1,1,1,4,1,1,1,NA,28,"1",2,"13,14,16,7,8",5,1,-0.344111699929605,0.682124536203561,0,NA
29,1,6,20,5,14,4,1,1,2,1,1,1,2,1,2,100,"1",2,"1,14,4,5,17,6",2,1,-0.792852153396171,0.17337895320128,0,-98
26,1,5,18,5,33,4,3,4,3,3,4,1,3,3,25,58,"3,5",2,"11,1,16",3,1,-0.963863740153471,-0.335366629801002,0,-33
47,2,3,14,6,36,5,3,2,2,4,4,3,2,1,57,78,"3,5",2,"20",3,1,0.641644677392049,1.5866696402624,0,-21
29,2,3,16,6,5,1,5,1,1,4,1,1,3,2,100,NA,"3,5",2,"20",4,1,2.17756153223393,-0.335366629801002,1,NA
33,2,4,14,2,14,2,2,2,2,2,4,1,3,1,23,56,"3,5",2,"20",1,0,-0.45880125361504,-0.335366629801002,0,-33
31,2,4,2,6,19,4,2,4,2,3,4,2,4,4,32,50,"3,5",1,"20",2,1,-0.863525020948066,-0.137466869272721,0,-18
31,2,5,24,2,33,5,2,1,1,5,4,1,3,3,10,1,"3,5",2,"20",4,1,1.50837842782341,-0.335366629801002,0,9
58,2,4,4,6,8,3,5,2,2,4,4,2,1,2,87,3,"3,5",2,"20",3,1,1.33844814591437,1.38876987973412,1,84
34,1,5,25,5,37,2,1,5,4,2,3,1,4,1,4,50,"6",1,"20",2,1,-2.87580269336832,-0.844112212803283,0,-46
50,2,3,17,1,36,7,1,5,3,5,7,1,5,2,100,10,"4",2,"1,13,16,18",5,1,-1.29899594478286,-1.35285779580556,1,90
24,2,5,7,1,47,3,4,2,2,3,3,1,4,2,58,49,"3,5",2,"20",3,1,0.614024313280246,-0.844112212803283,1,9
60,2,5,12,1,37,3,4,3,3,4,4,2,3,4,NA,NA,"3,5",1,"11,1,3,15,4,16,9",3,1,0.15093302533365,0.37127871372956,0,NA
47,1,6,25,5,14,1,1,5,4,1,2,1,5,1,0,100,"3,5",2,"20",3,1,-3.25182479174128,-1.35285779580556,0,-100
64,1,5,21,5,38,1,3,3,3,3,1,3,3,1,15,85,"3,5",1,"11,1",5,1,-0.573490807300476,1.07792405726012,0,-70
34,2,5,25,4,50,7,5,1,1,5,4,1,5,3,49,50,"3,5",1,"20",3,1,2.5535836306069,-1.35285779580556,0,-1
40,1,4,19,1,11,7,2,1,2,5,1,2,2,1,5,33,"6",1,"12,16,5",5,1,1.05963797435685,0.880024296731842,0,-28
28,2,6,18,1,44,7,2,3,2,3,7,1,5,3,13,2,"3,5",2,"20",1,0,-0.473152088095071,-1.35285779580556,0,11
46,2,4,18,3,34,4,3,2,2,3,1,2,5,1,0,37,"3,5",2,"13,15,17",1,0,0.265622579019085,-0.646212452275002,0,-37
46,1,6,22,1,14,6,4,2,2,5,6,1,2,1,86,6,"3,5",2,"20",3,1,1.36606851002617,0.17337895320128,0,80
30,1,5,19,2,10,2,2,4,2,2,2,4,1,1,74,95,"3,5",1,"11,1,13,3,16",1,0,-1.23954711932103,2.80206056679525,0,-21
37,2,5,25,1,15,6,5,1,1,5,6,2,2,2,60,9,"3,5",2,"20",5,1,2.5535836306069,0.880024296731842,1,51
30,1,6,19,2,10,2,2,2,1,2,4,2,1,1,87,100,"1",2,"3,4,5",5,1,-0.0100608001484745,1.38876987973412,0,-13
58,1,4,23,1,22,5,4,2,2,3,5,2,4,2,68,4,"3,5",2,"20",1,0,0.614024313280246,-0.137466869272721,1,64
38,2,5,17,2,4,3,1,3,4,1,3,1,3,1,12,54,"3,5",1,"20",1,0,-2.47107892603529,-0.335366629801002,0,-42
53,2,5,23,1,10,6,2,2,2,3,4,1,1,2,95,NA,"3,5",2,"20",2,1,-0.0827791552420761,0.682124536203561,1,NA
33,2,5,20,2,15,1,2,2,2,4,6,1,5,1,20,91,"3,5",1,"20",5,1,0.293242943130888,-1.35285779580556,0,-71
30,1,6,20,2,50,2,2,2,2,3,4,1,3,1,50,86,"1",1,"1,3",1,0,-0.0827791552420761,-0.335366629801002,0,-36
62,2,4,12,5,48,1,3,5,3,3,4,1,5,1,2,85,"3,5",2,"20",1,0,-1.35423667300647,-1.35285779580556,0,-83
1983,1,5,17,2,33,1,3,2,2,2,6,1,1,1,87,92,"3,5",1,"1,15,17",5,1,-0.110399519353879,0.682124536203561,0,-5
64,2,4,25,5,48,2,3,2,1,4,2,1,3,1,1,93,"3,5",1,"20",4,1,1.09038513085861,-0.335366629801002,0,-92
54,2,4,15,1,5,7,4,4,2,4,4,1,5,2,82,19,"3,5",2,"20",3,1,0.20930054594722,-1.35285779580556,1,63
44,1,6,24,2,39,4,4,3,3,4,4,3,5,1,12,65,"3,5",1,"20",3,1,0.15093302533365,0.0604328912555598,0,-53
37,1,5,20,2,5,1,1,1,1,1,4,1,1,2,93,72,"1",1,"11,1,12,13,2,3,15,4,16,5,17,6",4,1,-0.344111699929605,0.682124536203561,1,21
28,2,4,14,5,39,4,4,3,2,4,5,2,3,3,6,10,"3,5",1,"20",4,1,0.599673478800215,0.37127871372956,0,-4
28,1,5,21,2,38,6,3,3,3,3,4,3,2,2,80,38,"1",1,"20",1,0,-0.573490807300476,1.5866696402624,1,42
36,1,5,18,2,7,4,2,2,2,4,5,2,3,4,39,42,"5",2,"20",4,1,0.293242943130888,0.37127871372956,0,-3
35,1,5,21,2,5,4,2,2,3,2,4,2,3,2,71,52,"3,5",2,"20",4,1,-0.907541707081606,0.37127871372956,1,19
40,2,5,19,1,10,6,5,2,1,4,5,1,3,2,70,NA,"3,5",2,"20",3,1,1.78718859938094,-0.335366629801002,1,NA
31,1,5,13,6,48,4,3,5,4,2,3,1,3,2,16,NA,"6",2,"20",3,1,-2.178999224846,-0.335366629801002,1,NA
27,1,6,24,2,33,5,2,2,3,1,4,4,3,2,77,53,"3,5",1,"20",3,1,-1.28356380545457,1.78456940079068,1,24
26,1,5,18,2,14,1,1,1,1,2,1,2,1,1,12,93,"3,5",1,"1,13,5",2,1,0.0319103984433592,1.38876987973412,0,-81
47,1,4,22,2,39,3,5,3,1,5,4,1,3,2,55,46,"3,5",2,"20",3,1,1.77283776490091,-0.335366629801002,1,9
NA,2,3,17,6,48,5,5,3,2,3,4,1,5,4,NA,39,"3,5",1,"20",1,0,0.572053114688412,-1.35285779580556,0,NA
32,2,5,17,5,26,4,5,1,1,5,5,3,3,2,100,0,"3,5",2,"20",3,1,2.5535836306069,1.07792405726012,1,100
35,2,5,14,6,34,3,5,1,1,5,3,1,5,1,8,76,"3,5",1,"20",2,1,2.5535836306069,-1.35285779580556,0,-68
40,1,5,18,2,41,4,4,4,3,5,2,1,5,2,100,NA,"3,5",2,"20",3,1,0.136582190853619,-1.35285779580556,1,NA
24,1,5,18,3,14,4,3,3,3,3,4,3,3,3,NA,NA,"3,5",2,"20",4,1,-0.573490807300476,1.07792405726012,0,NA
39,1,4,14,5,36,4,5,2,1,4,3,1,4,3,7,12,"2",2,"20",5,1,1.78718859938094,-0.844112212803283,0,-5
33,1,6,25,5,11,1,1,4,4,1,1,1,1,1,0,100,"3,5",1,"20",4,1,-2.86145185888829,0.682124536203561,0,-100
35,1,6,21,2,8,1,1,1,1,1,6,1,1,1,91,74,"2",1,"11,4,17,8",3,1,-0.344111699929605,0.682124536203561,0,17
30,1,6,21,5,48,4,2,2,2,2,1,2,3,1,21,71,"3,5",2,"20",4,1,-0.45880125361504,0.37127871372956,0,-50
23,2,6,20,2,33,1,1,5,4,2,1,1,3,1,0,100,"5",1,"11,1,4,18",3,1,-2.87580269336832,-0.335366629801002,0,-100
28,1,5,24,2,5,2,1,2,2,1,4,2,1,1,12,NA,"3,5",1,"13,15,17",4,1,-1.18322508624917,1.38876987973412,0,NA
36,2,5,19,5,10,2,2,2,2,1,2,2,4,1,0,100,"3,5",2,"20",2,1,-0.834823351988004,-0.137466869272721,0,-100
35,2,4,20,1,36,4,1,2,2,2,4,1,5,2,70,0,"3,5",2,"20",3,1,-0.807202987876201,-1.35285779580556,1,70
42,1,5,19,6,44,3,2,4,4,3,2,1,5,1,0,58,"3,5",1,"20",2,1,-1.7610059278812,-1.35285779580556,0,-58
55,1,3,17,2,5,6,4,1,1,3,4,2,2,2,100,0,"6",2,"1",4,1,1.45313769959981,0.880024296731842,1,100
54,1,3,14,2,14,4,3,2,2,4,1,1,5,2,89,1,"3,5",1,"20",2,1,0.641644677392049,-1.35285779580556,1,88
34,1,5,24,2,31,6,2,2,2,2,7,2,2,1,59,73,"1",1,"11,1,5,18,7",1,0,-0.45880125361504,0.880024296731842,0,-14
31,1,6,17,6,33,2,1,1,3,2,4,3,2,1,14,100,"5",1,"1,4",2,1,-0.865570508489772,1.5866696402624,0,-86
22,2,5,18,1,21,3,2,4,4,3,3,1,5,1,1,93,"3,5",1,"2,14,4,6,7,19,10",5,1,-1.7610059278812,-1.35285779580556,0,-92
36,1,6,22,2,47,1,1,2,1,1,4,1,3,1,47,85,"3,5",2,"20",4,1,-0.7344846327826,-0.335366629801002,0,-38
45,2,5,17,5,17,2,2,3,2,3,2,2,4,1,0,72,"3,5",1,"20",5,1,-0.473152088095071,-0.137466869272721,0,-72
35,1,5,24,2,5,1,1,1,1,1,3,1,1,1,85,80,"1",1,"1,12,3,15",2,1,-0.344111699929605,0.682124536203561,0,5
24,1,5,18,2,36,5,2,4,2,3,4,1,2,4,73,59,"5",2,"11,1,12,13,4,16,18,8,10",4,1,-0.863525020948066,0.17337895320128,0,14
35,1,2,19,2,33,5,2,1,2,1,3,3,3,1,65,63,"1,6",1,"1,15,6",4,1,-0.444450419135009,1.07792405726012,0,2
32,2,2,9,6,10,4,4,1,1,5,4,3,2,2,52,50,"3,5",2,"20",5,1,2.20518189634574,1.5866696402624,1,2
34,1,6,18,2,38,2,2,2,1,1,3,1,3,1,51,91,"3,5",1,"1,13,3,16,18,8",2,1,-0.386082898521439,-0.335366629801002,0,-40
44,1,5,19,1,44,3,2,2,1,2,3,1,1,1,70,85,"3,5",1,"20",1,0,-0.0100608001484745,0.682124536203561,0,-15
26,2,4,12,6,16,4,5,2,1,5,4,1,3,2,70,29,"4",2,"20",2,1,2.1632106977539,-0.335366629801002,1,41
32,1,6,19,1,10,1,1,2,1,1,4,1,2,1,44,100,"5",1,"20",5,1,-0.7344846327826,0.17337895320128,0,-56
47,2,3,17,1,26,6,4,1,2,5,5,4,1,2,81,41,"3,5",1,"20",2,1,1.75644144287917,2.80206056679525,1,40
42,2,4,21,6,10,6,5,1,2,5,5,2,2,2,75,25,"3,5",2,"20",5,1,2.10484317714033,0.880024296731842,1,50
35,1,6,24,2,5,1,1,2,2,4,5,3,2,2,100,43,"1",1,"11,1,13,18",1,0,-0.055158791130273,1.5866696402624,1,57
22,1,5,25,2,10,4,3,2,1,2,4,2,1,1,97,100,"1",1,"1",1,0,0.338340934112687,1.38876987973412,0,-3
34,1,5,17,2,33,1,3,2,3,2,6,2,2,1,88,96,"3,5",1,"14,16,7",1,0,-0.559139972820445,0.880024296731842,0,-8
38,1,6,25,2,5,7,1,1,2,1,7,1,1,2,100,11,"6",1,"11,1,18,8",3,1,-0.792852153396171,0.682124536203561,1,89
35,1,6,23,2,33,2,1,1,1,1,4,1,1,1,79,92,"3,5",1,"20",3,1,-0.344111699929605,0.682124536203561,0,-13
36,1,6,24,2,14,6,2,2,2,1,6,2,1,1,20,81,"1",2,"1,12,3,6",3,1,-0.834823351988004,1.38876987973412,0,-61
24,2,4,11,5,48,2,3,4,3,1,2,1,3,3,0,NA,"3,5",1,"20",3,1,-1.7159079368994,-0.335366629801002,0,NA
31,1,6,18,1,10,1,2,1,2,4,2,1,3,2,95,69,"3,5",2,"20",1,0,0.683615875983883,-0.335366629801002,1,26
63,2,3,18,2,39,1,3,3,3,3,4,2,4,1,7,76,"3,5",2,"20",5,1,-0.573490807300476,-0.137466869272721,0,-69
24,1,5,17,2,10,4,2,2,1,2,4,2,3,2,81,79,"1",1,"1,13,5,17",4,1,-0.0100608001484745,0.37127871372956,1,2
44,1,6,23,5,48,7,2,4,5,1,7,5,3,2,74,8,"3,5",1,"20",3,1,-2.96179057809369,2.49121474432125,1,66
33,1,4,24,2,38,7,5,5,5,3,4,5,1,1,6,80,"1",2,"13,3,5,17,8",4,1,-1.55491411141727,3.50870591032581,0,-74
35,1,5,25,2,5,2,2,2,2,2,5,2,2,1,30,87,"3,5",2,"20",4,1,-0.45880125361504,0.880024296731842,0,-57
47,2,4,21,2,5,7,2,2,2,3,7,2,3,2,100,NA,"6",2,"20",1,0,-0.0827791552420761,0.37127871372956,1,NA
47,2,5,19,6,48,2,2,4,4,2,2,1,5,1,5,65,"6",1,"20",2,1,-2.13702802625416,-1.35285779580556,0,-60
42,2,3,1,5,21,4,3,2,2,2,5,2,2,2,100,11,"5",2,"3",2,1,-0.110399519353879,0.880024296731842,1,89
39,1,3,18,2,34,2,2,2,2,2,4,1,5,1,3,73,"3,5",1,"20",4,1,-0.45880125361504,-1.35285779580556,0,-70
29,2,4,15,5,6,1,2,3,4,2,1,1,5,3,0,0,"3,5",1,"20",3,1,-1.74665509340117,-1.35285779580556,0,0
33,2,5,19,2,5,1,1,1,1,1,7,1,1,1,51,100,"1,2",1,"1,3,4,5,6,18,7",2,1,-0.344111699929605,0.682124536203561,0,-49
42,2,6,19,5,6,2,1,5,5,1,2,1,5,1,NA,81,"3,5",1,"20",4,1,-3.70056524520785,-1.35285779580556,0,NA
37,1,6,21,2,44,1,1,5,1,5,7,1,3,1,3,100,"3,5",1,"20",2,1,-0.401515037849728,-0.335366629801002,0,-97
39,2,3,12,6,43,3,5,3,2,3,4,1,5,1,10,86,"3,5",2,"20",4,1,0.572053114688412,-1.35285779580556,0,-76
57,1,5,20,5,39,2,5,1,1,5,4,2,1,2,83,2,"3,5",2,"20",4,1,2.5535836306069,1.38876987973412,1,81
41,2,4,10,6,20,1,1,3,3,2,7,4,3,1,50,81,"6",2,"20",4,1,-1.64631637419576,1.78456940079068,0,-31
39,1,6,25,6,24,5,2,4,3,1,5,1,3,2,31,0,"3,5",1,"20",4,1,-2.06430967116056,-0.335366629801002,1,31
35,2,5,24,5,33,1,1,3,3,1,1,1,5,1,1,100,"3,5",1,"20",3,1,-2.02233847256873,-1.35285779580556,0,-99
29,2,3,1,6,25,4,5,4,2,5,4,4,2,2,71,76,"3,5",2,"20",2,1,0.933724378581346,2.29331498379297,1,-5
48,2,4,23,2,44,7,5,2,2,4,7,2,4,2,72,1,"3,5",2,"20",4,1,1.33844814591437,-0.137466869272721,1,71
54,2,6,17,3,10,1,4,1,1,2,2,1,3,1,6,90,"3",1,"20",2,1,1.07711560122684,-0.335366629801002,0,-84
29,1,5,18,2,47,2,2,3,2,3,4,1,3,3,41,75,"3,5",1,"20",1,0,-0.473152088095071,-0.335366629801002,0,-34
61,2,4,15,5,22,4,1,5,5,1,1,1,3,3,40,21,"5",1,"20",2,1,-3.70056524520785,-0.335366629801002,0,19
28,2,4,11,1,3,3,2,4,2,2,5,1,5,3,5,53,"3,5",1,"20",2,1,-1.23954711932103,-1.35285779580556,0,-48
36,2,5,20,2,5,2,2,4,3,2,3,1,3,1,1,98,"3,5",1,"20",3,1,-1.6882875727876,-0.335366629801002,0,-97
54,2,5,19,1,14,1,2,4,4,2,2,1,5,1,6,90,"3,5",1,"20",2,1,-2.13702802625416,-1.35285779580556,0,-84
61,2,4,20,5,37,4,3,3,2,4,4,1,5,4,50,2,"3,5",2,"20",2,1,0.251271744539054,-1.35285779580556,0,48
26,2,4,8,6,34,4,3,2,2,3,3,2,2,4,19,9,"3,5",1,"20",4,1,0.265622579019085,0.880024296731842,0,10
36,1,3,21,2,33,7,3,1,2,2,2,1,2,2,100,81,"1",1,"1,15",5,1,0.279973413499116,0.17337895320128,1,19
45,2,2,13,6,43,3,5,1,1,5,4,5,1,1,15,100,"2",1,"11",1,0,2.5535836306069,3.50870591032581,0,-85
34,1,6,20,2,33,1,1,2,2,2,1,2,1,1,19,100,"1",1,"11,12,14,16,6,19",3,1,-0.807202987876201,1.38876987973412,0,-81
52,2,4,18,1,43,5,2,5,5,5,5,1,5,2,60,2,"3,5",2,"20",4,1,-1.84807511745483,-1.35285779580556,1,58
29,2,4,18,2,36,7,5,1,1,5,6,1,3,2,83,NA,"3,5",2,"20",5,1,2.5535836306069,-0.335366629801002,1,NA
60,1,4,17,6,36,3,4,3,2,4,4,1,1,1,0,1,"3,5",1,"20",2,1,0.599673478800215,0.682124536203561,0,-1
25,2,4,15,2,23,4,4,1,2,5,4,2,4,4,66,32,"4",2,"20",3,1,1.75644144287917,-0.137466869272721,0,34
