"age","gender","educ","income","religion","state","partyid","slavery","try","favors","deserve","ideo","date","marry","vote","trumpft","clintonft","color2","abtrace","checkemo","treat","treat2","raceresent","oldfash","trumpvote","trumpvclinft"
46,1,6,12,5,3,7,4,4,2,2,1,5,1,2,73,23,"1",1,"11,1",5,1,-0.542743650798708,3.50870591032581,1,50
20,1,4,23,6,22,5,1,4,4,3,5,1,3,3,28,3,"3,5",2,"20",2,1,-2.10940766214236,-0.335366629801002,0,25
25,2,4,11,6,44,6,2,4,3,2,5,1,5,2,10,100,"3,5",1,"20",5,1,-1.6882875727876,-1.35285779580556,1,-90
22,2,4,9,5,50,3,1,4,3,2,3,1,3,3,0,30,"3,5",1,"20",3,1,-2.03668930704876,-0.335366629801002,0,-30
25,1,6,15,4,5,4,2,2,4,2,4,1,2,1,0,81,"1,3,6",1,"12,4,7,19,10",4,1,-1.35628216054817,0.17337895320128,0,-81
35,2,5,14,6,43,7,4,2,2,3,7,3,2,2,89,23,"5",2,"16,17,18",5,1,0.614024313280246,1.5866696402624,1,66
30,1,6,19,2,33,1,1,1,1,1,1,1,1,1,30,100,"6",1,"11,1,13,14",4,1,-0.344111699929605,0.682124536203561,0,-70
23,2,4,17,5,48,3,2,4,3,2,3,1,5,1,7,76,"3,5",1,"20",4,1,-1.6882875727876,-1.35285779580556,0,-69
53,2,3,11,6,11,1,2,3,2,4,4,1,3,1,NA,100,"3,5",1,"20",5,1,-0.0971299897221069,-0.335366629801002,0,NA
42,1,5,17,4,23,3,2,2,2,3,4,2,2,1,61,92,"1,2,3,5,6",1,"1,13,18",3,1,-0.0827791552420761,0.880024296731842,0,-31
35,2,6,24,5,10,6,2,2,2,2,6,3,2,2,31,76,"2",1,"1,12,3,5",3,1,-0.45880125361504,1.5866696402624,1,-45
24,2,6,13,5,48,3,2,4,3,3,2,1,5,1,1,65,"3,5",1,"20",5,1,-1.31226547441463,-1.35285779580556,0,-64
26,1,3,14,2,10,6,3,2,2,2,6,2,2,1,88,NA,"1",1,"3",5,1,-0.110399519353879,0.880024296731842,0,NA
29,2,5,14,3,33,2,1,4,4,2,3,1,5,1,NA,81,"2,6",1,"1,2,4,17,8",2,1,-2.48542976051532,-1.35285779580556,0,NA
43,1,5,19,1,34,5,3,3,2,4,5,1,2,4,NA,NA,"3,5",2,"20",1,0,0.251271744539054,0.17337895320128,0,NA
55,1,5,20,2,18,5,4,3,3,4,5,1,5,4,2,6,"3,5",2,"20",1,0,0.15093302533365,-1.35285779580556,0,-4
22,2,5,13,5,6,4,2,3,3,2,4,1,3,4,6,7,"5",1,"20",2,1,-1.2979146399346,-0.335366629801002,0,-1
21,2,5,13,2,38,4,5,3,2,1,5,1,5,1,0,65,"3,5",2,"20",3,1,-0.179991082057516,-1.35285779580556,0,-65
30,2,5,17,5,30,1,1,4,4,1,1,1,5,1,0,40,"3,5",1,"20",2,1,-2.86145185888829,-1.35285779580556,0,-40
36,1,5,20,5,19,3,2,2,3,3,3,1,5,3,10,60,"3,5",1,"20",5,1,-0.531519608708642,-1.35285779580556,0,-50
35,2,3,17,1,33,4,2,1,3,2,2,2,1,1,4,81,"1",1,"1,15,6",4,1,-0.517168774228611,1.38876987973412,0,-77
22,2,5,19,5,48,4,2,5,3,2,4,1,5,4,57,50,"6",2,"2,14,16,17,10",5,1,-2.07866050564059,-1.35285779580556,0,7
31,2,5,13,4,13,3,3,4,3,3,4,1,3,4,2,90,"1,2,4",1,"14,4,5,6,19,10",5,1,-0.963863740153471,-0.335366629801002,0,-88
26,2,6,19,5,2,3,2,2,2,2,7,1,3,1,33,79,"3,5",2,"20",1,0,-0.45880125361504,-0.335366629801002,0,-46
45,1,4,15,5,17,1,1,5,5,1,1,1,5,1,12,74,"3,5",1,"20",1,0,-3.70056524520785,-1.35285779580556,0,-62
22,1,4,6,5,24,4,4,2,3,2,2,1,5,4,29,56,"3,5",2,"20",1,0,-0.210738238559284,-1.35285779580556,0,-27
27,1,5,24,2,14,5,2,2,1,2,4,1,2,1,83,57,"3,5",1,"2,14,17,6",1,0,-0.0100608001484745,0.17337895320128,0,26
27,1,5,21,2,33,5,1,2,2,1,4,1,1,1,90,73,"6",1,"1,3",2,1,-1.18322508624917,0.682124536203561,0,17
24,2,4,17,6,24,NA,4,5,4,3,4,1,5,NA,NA,NA,"",NA,"",NA,NA,-1.45457539221187,-1.35285779580556,NA,NA
37,1,3,17,2,5,3,2,3,2,1,4,2,1,1,50,80,"2",2,"16,18",5,1,-1.225196284841,1.38876987973412,0,-30
22,2,5,16,5,29,2,2,3,2,3,2,1,5,1,7,92,"4",1,"1,13,3,18,8",4,1,-0.473152088095071,-1.35285779580556,0,-85
32,2,6,25,6,33,4,5,4,4,3,4,2,5,3,64,82,"2,5,6",1,"11,14",3,1,-0.715800725097714,-0.646212452275002,0,-18
